"Woonplaats";"WoonplaatsCode";"Gemeente";"GemeenteCode";"Provincie";"ProvincieCode";"Landsdeel";"LandsdeelCode"
"Nuenen";"WP2136";"Nuenen,GerwenenNederwetten";"GM0820";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Nuis";"WP2266";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Nuland";"WP3611";"'s-Hertogenbosch";"GM0796";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Numansdorp";"WP2372";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Nunhem";"WP2954";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nunspeet";"WP2982";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Nuth";"WP2358";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nutter";"WP1411";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Obbicht";"WP2817";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Obdam";"WP1187";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ochten";"WP1097";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Odijk";"WP2604";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Odiliapeel";"WP1849";"Uden";"GM0856";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Odoorn";"WP1798";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Odoornerveen";"WP1799";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oeffelt";"WP1219";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oegstgeest";"WP2744";"Oegstgeest";"GM0579";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oene";"WP1347";"Epe";"GM0232";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oentsjerk";"WP2443";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Oever";"WP1489";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Offingawier";"WP3506";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ohé en Laak";"WP1923";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oijen";"WP3470";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oirlo";"WP3604";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirsbeek";"WP2101";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirschot";"WP1207";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oisterwijk";"WP2646";"Oisterwijk";"GM0824";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Okkenbroek";"WP2859";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olburgen";"WP1529";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeberkoop";"WP1762";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldebroek";"WP3071";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeholtpade";"WP1731";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldeholtwolde";"WP1732";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldehove";"WP2124";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldekerk";"WP2179";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldelamer";"WP1733";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldemarkt";"WP2707";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzaal";"WP1668";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzijl";"WP3476";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldeouwer";"WP2498";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldetrijne";"WP1734";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Olst";"WP1379";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olterterp";"WP3353";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ommel";"WP2930";"Asten";"GM0743";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ommen";"WP3629";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Ommeren";"WP3381";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Onderdendam";"WP2831";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onna";"WP2708";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Onnen";"WP1269";"Groningen";"GM0014";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onstwedde";"WP3076";"Stadskanaal";"GM0037";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ooij";"WP2877";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ooltgensplaat";"WP2133";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oost West en Middelbeers";"WP1208";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oostburg";"WP2960";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostdijk";"WP3464";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosteind";"WP2957";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterbeek";"WP2990";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterbierum";"WP1375";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterblokker";"WP3619";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterend";"WP2614";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterend";"WP2742";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterhesselen";"WP2160";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oosterhout";"WP1869";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterhout";"WP3596";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterland";"WP2683";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosterleek";"WP1510";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosternieland";"WP3477";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosternijkerk";"WP3407";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterstreek";"WP1735";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwijk";"WP2274";"Vijfheerenlanden";"GM1961";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oosterwijtwerd";"WP3451";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosterwolde";"WP1763";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwolde Gld";"WP3072";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterzee";"WP2246";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Graftdijk";"WP3554";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosthem";"WP2415";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosthuizen";"WP1841";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostkapelle";"WP2781";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostknollendam";"WP2285";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostrum";"WP3605";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oostrum";"WP3408";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Souburg";"WP1076";"Vlissingen";"GM0718";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostvoorne";"WP1209";"Westvoorne";"GM0614";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oostwold";"WP1898";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwold";"WP2344";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwoud";"WP3567";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostzaan";"WP2113";"Oostzaan";"GM0431";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ootmarsum";"WP1412";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Opeinde";"WP3285";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opende";"WP2180";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ophemert";"WP3364";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opheusden";"WP1098";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opijnen";"WP3365";"WestBetuwe";"GM1960";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oploo";"WP2082";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Opmeer";"WP2791";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oppenhuizen";"WP2416";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opperdoes";"WP3155";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oranje";"WP3019";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oranjewoud";"WP2189";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Orvelte";"WP3020";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Ospel";"WP2038";"Nederweert";"GM0946";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oss";"WP3249";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossendrecht";"WP1002";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossenisse";"WP3102";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ossenwaard";"WP2842";"Vijfheerenlanden";"GM1961";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ossenzijl";"WP2709";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oterleek";"WP1888";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Otterlo";"WP2767";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ottersum";"WP2480";"Gennep";"GM0907";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ottoland";"WP3628";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Ade";"WP3540";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Annerveen";"WP1175";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oud Gastel";"WP1248";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oud Ootmarsum";"WP1413";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oud Zuilen";"WP2066";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oud-Alblas";"WP1985";"Molenlanden";"GM1978";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud-Beijerland";"WP2793";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouddorp";"WP2932";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Meer";"WP1599";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Niedorp";"WP2519";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Pekela";"WP1397";"Pekela";"GM0765";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oude Wetering";"WP3039";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Willem";"WP3117";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudebildtzijl";"WP3328";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"WP3286";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"WP1680";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"WP2417";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehaske";"WP3522";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehorne";"WP2195";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudelande";"WP1261";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudemirdum";"WP1681";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudemolen";"WP1320";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudemolen";"WP2917";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudenbosch";"WP1246";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudendijk";"WP1188";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudenhoorn";"WP1388";"Hellevoetsluis";"GM0530";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouderkerk aan de Amstel";"WP2129";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ouderkerk aan den IJssel";"WP2373";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudeschans";"WP2233";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschild";"WP2743";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudeschip";"WP3478";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschoot";"WP2188";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudesluis";"WP2763";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude-Tonge";"WP2134";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudewater";"WP1910";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oudezijl";"WP1423";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudheusden";"WP3519";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudkarspel";"WP3290";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudkarspel";"WP1119";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudorp";"WP2350";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oud-Vossemeer";"WP2077";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudwoude";"WP3313";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwerkerk";"WP2684";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ouwsterhaule";"WP2500";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwster-Nijega";"WP2501";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Overasselt";"WP3496";"Heumen";"GM0252";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Overberg";"WP3588";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Overdinkel";"WP1715";"Losser";"GM0168";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Overlangel";"WP3263";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overloon";"WP1220";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overschild";"WP1354";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Overslag";"WP1132";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Overveen";"WP2653";"Bloemendaal";"GM0377";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ovezande";"WP1262";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Paasloo";"WP2710";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Paesens";"WP3409";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pannerden";"WP2979";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Panningen";"WP3443";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papekop";"WP1911";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Papendrecht";"WP1477";"Papendrecht";"GM0590";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Papenhoven";"WP2818";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papenvoort";"WP1176";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Parrega";"WP2319";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Paterswolde";"WP2910";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peest";"WP1645";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peins";"WP1368";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Peize";"WP1646";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peperga";"WP1736";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pernis Rotterdam";"WP3085";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Persingen";"WP2878";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Pesse";"WP3118";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Pesse";"WP1818";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Petten";"WP2761";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Philippine";"WP1133";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Piaam";"WP2320";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Piershil";"WP2888";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pieterburen";"WP3423";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pietersbierum";"WP1374";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pieterzijl";"WP2125";"Westerkwartier";"GM1969";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pijnacker";"WP1141";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pingjum";"WP2321";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Plasmolen";"WP2804";"MookenMiddelaar";"GM0944";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Poederoijen";"WP2635";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Poeldijk";"WP2661";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"De Pol";"WP2698";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Polsbroek";"WP1962";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Poortugaal";"WP2363";"Albrandswaard";"GM0613";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Poortvliet";"WP2072";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Poppenwier";"WP2533";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ten Post";"WP1830";"Groningen";"GM0014";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Posterholt";"WP2593";"Roerdalen";"GM1669";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Prinsenbeek";"WP1705";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Puiflijk";"WP2906";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Punt";"WP2915";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Punthorst";"WP1049";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Purmer";"WP1749";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmer";"WP1946";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerend";"WP3103";"Purmerend";"GM0439";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerland";"WP1330";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Puth";"WP2102";"Beekdaelen";"GM1954";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Putte";"WP1003";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Putten";"WP3580";"Putten";"GM0273";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Puttershoek";"WP2384";"HoekscheWaard";"GM1963";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Raalte";"WP1491";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Raamsdonk";"WP1752";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raamsdonksveer";"WP1750";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raard";"WP3410";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Radewijk";"WP1559";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Radio Kootwijk";"WP3563";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Raerd";"WP2534";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Randwijk";"WP1870";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ransdaal";"WP1854";"Voerendaal";"GM0986";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rasquert";"WP2470";"HetHogeland";"GM1966";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ravenstein";"WP3254";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ravenswaaij";"WP3382";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ravenswoud";"WP1764";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Readtsjerk";"WP3272";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reahûs";"WP2028";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reduzum";"WP2535";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reek";"WP1852";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reeuwijk";"WP2476";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Reijmerstok";"WP1227";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Reitsum";"WP3209";"Noardeast-Fryslân";"GM1970";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Rekken";"WP1663";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renesse";"WP2685";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Renkum";"WP2991";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renswoude";"WP2141";"Renswoude";"GM0339";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ressen";"WP3137";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Retranchement";"WP2970";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Reusel";"WP1877";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reutum";"WP1293";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Reuver";"WP1949";"Beesel";"GM0889";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rha";"WP1528";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rheden";"WP1501";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rhee";"WP2393";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Rheeze";"WP1560";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
